IMG_ID,base_dice,base_ostia,base_min_hu,base_threshold_voxels,base_lcc_voxels,artery_dice,ostia_detection_status,min_threshold_hu,threshold_voxel_count,lcc_voxel_count,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,variant,delta,threshold_delta,lcc_voxel_delta,status_changed
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7220592569720277,both tolerable,-139.5,10956915,10057618,percentile,5.0,,percentile_p5p0,0.003627428729442439,160.5,-424826,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6331052377197223,both tolerable,-153.75,8346644,8157888,percentile,5.0,,percentile_p5p0,0.0027452053572627477,146.25,-167252,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.7974833504098361,both tolerable,-140.0,12292958,12027838,percentile,5.0,,percentile_p5p0,0.008005523481007137,160.0,-369286,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6860370970116296,both tolerable,-149.0,10839166,10615892,percentile,5.0,,percentile_p5p0,-0.0016404406533231386,151.0,-410824,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7419868425005257,both tolerable,-166.75,11951892,10556479,percentile,5.0,,percentile_p5p0,0.003817249672733447,133.25,-351747,False
28,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.6727707494532894,both tolerable,-124.5,10549341,10268444,percentile,7.5,,percentile_p7p5,0.0018048566473277683,175.5,-517188,False
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5622859841775889,both tolerable,-146.25,7395417,7271996,percentile,7.5,,percentile_p7p5,0.02123937438184542,153.75,-371420,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.644280634168025,both tolerable,-131.0,10157209,9963072,percentile,7.5,,percentile_p7p5,0.01297361583183132,169.0,-475377,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.6920972586229985,both tolerable,-121.0,11180811,10940632,percentile,7.5,,percentile_p7p5,0.0071714560790857584,179.0,-593216,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.6459950122948676,both tolerable,-119.5,11912000,11753059,percentile,7.5,,percentile_p7p5,-0.000506910483590417,180.5,-676405,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6275437161263933,both tolerable,-141.0,11899844,11764824,percentile,7.5,,percentile_p7p5,0.004107615320457447,159.0,-703981,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.6616357280769279,both tolerable,-121.75,8233748,7511032,percentile,7.5,,percentile_p7p5,0.07602423314012141,178.25,-345084,False
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5724384062343753,both tolerable,-126.0,11654175,11508258,percentile,7.5,,percentile_p7p5,-0.00020488580845490212,174.0,-629614,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.7269236268562208,both tolerable,-110.0,11757495,11378255,percentile,7.5,,percentile_p7p5,0.17076547430198707,190.0,-694049,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.5214905965004145,both tolerable,-126.75,11838099,11732515,percentile,7.5,,percentile_p7p5,0.03994092555086892,173.25,-727849,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4645693341478314,found but incorrect,-134.0,11059062,10933326,percentile,7.5,,percentile_p7p5,-0.002779548799834608,166.0,-572747,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7470944874545284,both tolerable,-116.0,10304276,9842264,percentile,7.5,,percentile_p7p5,0.003206548092114847,184.0,-481918,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4379987060599525,found but incorrect,-145.5,8094696,7895431,percentile,7.5,,percentile_p7p5,-0.0001360447935848108,154.5,-368595,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4981673675681932,both tolerable,-126.25,12353129,12218820,percentile,7.5,,percentile_p7p5,-0.0006313614095639353,173.75,-741881,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.0,found but incorrect,-157.0,7467987,6956555,percentile,7.5,,percentile_p7p5,-0.156288929710099,143.0,-665784,False
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7165753250063727,both tolerable,-121.75,11143797,10996461,percentile,7.5,,percentile_p7p5,0.003930557187883488,178.25,-637522,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6853162909953695,both tolerable,-121.0,10501747,10274667,percentile,7.5,,percentile_p7p5,0.018187381451303386,179.0,-666095,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7104772663089522,both tolerable,-116.5,8869723,8736587,percentile,7.5,,percentile_p7p5,0.0020465532040101486,183.5,-504488,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5415773830096081,both tolerable,-123.5,11893003,11807771,percentile,7.5,,percentile_p7p5,-0.0002105587783336471,176.5,-720670,False
631,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.728381017793136,both tolerable,-129.5,10440414,10157565,percentile,7.5,,percentile_p7p5,0.22512218621074265,170.5,-718978,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.637322574372934,both tolerable,-126.25,9902074,9639582,percentile,7.5,,percentile_p7p5,0.01760790588866956,173.75,-520254,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.683986864979718,both tolerable,-132.75,11262482,10921180,percentile,7.5,,percentile_p7p5,0.004939597320963385,167.25,-719218,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.678567521242843,both tolerable,-132.0,8243276,8162252,percentile,7.5,,percentile_p7p5,0.0119008545761764,168.0,-487702,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.550698696173952,both tolerable,-135.25,10599120,10264626,percentile,7.5,,percentile_p7p5,-0.00010790308963204431,164.75,-545566,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4620009249267766,both tolerable,-119.5,9444899,9289845,percentile,7.5,,percentile_p7p5,0.00356872996910218,180.5,-499421,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7225394503670782,both tolerable,-122.25,10701863,9595442,percentile,7.5,,percentile_p7p5,0.0041076221244930045,177.75,-887002,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6335065199674002,both tolerable,-123.75,8156340,7968234,percentile,7.5,,percentile_p7p5,0.0031464876049406287,176.25,-356906,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.7979083457645606,both tolerable,-114.25,11986324,11708691,percentile,7.5,,percentile_p7p5,0.008430518835731649,185.75,-688433,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6864313089622641,both tolerable,-133.25,10569363,10329205,percentile,7.5,,percentile_p7p5,-0.0012462287026886454,166.75,-697511,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7428872022243932,both tolerable,-141.75,11654510,10260909,percentile,7.5,,percentile_p7p5,0.00471760939660093,158.25,-647317,False
