IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,artery_left_raw_voxels,artery_right_raw_voxels,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,effective_upper_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,image_voxel_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_circle_radius_min_px,aorta_circle_radius_max_px,aorta_circle_radius_mean_px,aorta_circle_radius_median_px,aorta_circle_radius_std_px,aorta_circle_radius_p10_px,aorta_circle_radius_p90_px,aorta_circle_radius_min_mm,aorta_circle_radius_max_mm,aorta_circle_radius_mean_mm,aorta_circle_radius_median_mm,aorta_circle_radius_std_mm,aorta_circle_radius_p10_mm,aorta_circle_radius_p90_mm,aorta_detected_circle_radius_median_mm,aorta_interpolated_circle_radius_median_mm,aorta_circle_radius_first_mm,aorta_circle_radius_last_mm,aorta_circle_radius_max_step_change_mm,aorta_circle_radius_p90_step_change_mm,aorta_circle_mean_hough_accumulator,aorta_circle_lower_radius_bound_fraction,aorta_circle_upper_radius_bound_fraction,aorta_circle_filter_method,aorta_circle_filter_applied,aorta_circle_original_count,aorta_circle_used_count,aorta_circle_filter_synthetic_tail_count,aorta_circle_filter_trimmed_tail_count,aorta_circle_filter_trim_start_slice,aorta_circle_filter_detected_tail_start_slice,aorta_circle_filter_original_coverage,aorta_circle_filter_used_coverage,aorta_circle_filter_reason,aorta_mask_voxel_count,aorta_segmented_slice_count,aorta_voxels_per_segmented_slice,aorta_volume_fraction,aorta_level_set_initial_voxel_count,aorta_level_set_raw_voxel_count,aorta_level_set_initial_volume_fraction,aorta_level_set_raw_volume_fraction,aorta_level_set_iterations_used,aorta_level_set_circle_fill_q25,aorta_level_set_circle_area_ratio_p90,aorta_slice_area_jump_p95,aorta_segmentation_feedback,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,lcc_per_slice,lcc_mode,aorta_miss_count,configured_aorta_hough_radii_start_px,configured_aorta_hough_radii_end_px,aorta_interpolate_missed_circles,aorta_trajectory_radius_factor,aorta_trajectory_axial_margin_slices,aorta_opening_radius
518,0.6091503478614677,0.3481317962554165,0.6091503478614677,0.2610185516060511,159561,21409,159561,region_growing,13518,7891,,,,,normal,,-300.0,640.0,640.0,fixed,,44835904,43898964,243,63700992,99,99,0,144,242,0.4074074074074074,36.0,46.85714285714285,42.68782390449058,42.833333333333336,2.0815719743662338,40.32,45.0,12.4453125,16.19866071428571,14.757314123232092,14.8076171875,0.7196059364508268,13.93875,15.556640625,14.8076171875,,12.791015625,16.109765625,3.111328125,0.921875,0.3531828794303099,0.0101010101010101,0.0,robust,False,99,99,0,0,,,0.4074074074074074,0.4074074074074074,unchanged,624318,109,5727.688073394495,0.0098007578908661,5668,625227,8.897820617926955e-05,0.0098150276843412,70,0.8950792270745757,1.3707268157946522,0.1508345771777169,adequate,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(216, 328, 164)","(256, 256, 195)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
793,0.5935456793038095,0.3174149192162255,0.5935456793038095,0.276130760087584,92586,12824,92586,region_growing,4335,8489,,,,,normal,,-300.0,813.0,813.0,fixed,,37742118,37094108,206,54001664,56,56,0,150,205,0.2718446601941747,36.0,54.0,46.02482735518449,46.0,5.055113235068162,39.15,52.25,12.234375,18.3515625,15.64124992148848,15.6328125,1.717948638480196,13.3048828125,17.7568359375,15.6328125,,12.234375,17.060156250000002,2.37890625,1.01953125,0.2909915125317922,0.0357142857142857,0.0,robust,False,56,56,0,0,,,0.2718446601941747,0.2718446601941747,coverage_below_tail_threshold,538241,66,8155.166666666667,0.0099671187910061,3760,539862,6.962748407160194e-05,0.009997136384538,70,0.9526880706625288,1.809850723197276,0.0613732824022494,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.1094987827069145,"(192, 302, 144)","(224, 230, 182)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
550,0.5005562494454568,0.21868443786252,0.5005562494454568,0.2818718115829368,75896,10409,75896,region_growing,9688,721,,,,,normal,,-300.0,956.0,956.0,fixed,,50747702,50275145,275,72089600,99,99,0,176,274,0.36,36.0,45.85714285714285,41.2408143483901,41.333333333333336,2.067830471380852,38.32,43.850256410256414,12.515625,15.942522321428571,14.337626863307497,14.369791666666668,0.7188941873159994,13.3221875,15.244815705128206,14.369791666666668,,13.2109375,13.7671875,1.390625,0.6953125,0.3154482570430846,0.0303030303030303,0.0,robust,False,99,99,0,0,,,0.36,0.36,coverage_below_tail_threshold,525425,109,4820.412844036698,0.0072884993119673,5289,526655,7.33670321377841e-05,0.0073055614124644,70,0.8925888089599501,1.1404067406850398,0.1057725334161247,suspected_undersegmentation,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2534924356105277,"(195, 319, 200)","(242, 257, 201)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
631,0.6291175732181351,0.3419942509426214,0.6291175732181351,0.2871233222755137,142918,19044,142918,region_growing,10229,8815,,,,,normal,,-300.0,862.0,862.0,fixed,,44607719,43689333,275,72089600,138,138,0,137,274,0.5018181818181818,36.0,57.333333333333336,49.44636538984365,52.535714285714285,6.32978920176366,38.35,55.40857142857143,12.65625,20.15625,17.383487832366907,18.46958705357143,2.2253165162450363,13.482421875,19.47957589285714,18.46958705357143,,13.359375,18.984375,2.8125,1.15513392857143,0.3201640863745149,0.0434782608695652,0.0,robust,False,138,138,0,0,,,0.5018181818181818,0.5018181818181818,unchanged,1287806,148,8701.391891891892,0.0178639637340198,10784,1289161,0.0001495916193181,0.0178827597878196,70,0.9811145044628544,1.608540437329715,0.176904867017126,adequate,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(187, 266, 153)","(252, 185, 198)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
330,0.5768816190793831,0.3276766393828206,0.5768816190793831,0.2492049796965624,279936,36234,279936,region_growing,19319,16915,,,,,normal,,-300.0,755.0,755.0,fixed,,41961273,40805870,275,72089600,101,101,0,174,274,0.3672727272727272,36.0,50.0,41.77534588623698,41.8,2.539281773605948,39.0,44.66666666666666,11.4609375,15.91796875,13.299573006751224,13.307421875,0.8084041583940812,12.416015625,14.220052083333332,13.307421875,,15.91796875,13.300347222222223,4.45703125,1.485677083333332,0.3380865509125501,0.0396039603960396,0.0,robust,False,101,101,0,0,,,0.3672727272727272,0.3672727272727272,coverage_below_tail_threshold,494923,105,4713.552380952381,0.0068653869628906,5539,1532954,7.683493874289772e-05,0.0212645652077414,70,0.7414243102162565,1.0860329217968554,0.2187074672309415,suspected_undersegmentation,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,2.686313810944124,"(208, 284, 196)","(235, 223, 220)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
90,0.6595913934704405,0.336076912805448,0.6595913934704405,0.3235144806649925,214076,32976,214076,region_growing,20556,12420,,,,,normal,,-300.0,807.0,807.0,fixed,,47806105,46707059,275,72089600,135,135,0,140,274,0.4909090909090909,36.0,55.0,49.54721155387822,52.5,5.512403366586252,40.0,53.79111111111111,11.8828125,18.154296875,16.354450688682462,17.3291015625,1.8195237674864773,13.203125,17.75526909722222,17.3291015625,,11.8828125,18.154296875,2.970703125,0.66015625,0.3630344758996889,0.0222222222222222,0.0,robust,False,135,135,0,0,,,0.4909090909090909,0.4909090909090909,unchanged,1158341,145,7988.558620689655,0.0160680736194957,10527,1159631,0.0001460266113281,0.0160859680175781,70,0.9679526725970848,1.4565914310952703,0.0980913671920137,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5991256701256554,"(168, 320, 155)","(225, 237, 185)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
608,0.6272856169554569,0.3756058229889334,0.6272856169554569,0.2516797939665234,182298,23626,182298,region_growing,7149,16477,,,,,normal,,-300.0,886.0,886.0,fixed,,35098010,34728653,206,54001664,88,88,0,118,205,0.4271844660194174,36.0,51.0,44.24971663437572,44.0,4.232608861662585,38.0,49.29,11.4609375,16.236328125,14.087312131646955,14.0078125,1.347490711818362,12.09765625,15.69193359375,14.0078125,,11.4609375,16.064903846153847,3.714192708333332,0.955078125,0.3220820251408358,0.0681818181818181,0.0,robust,False,88,88,0,0,,,0.4271844660194174,0.4271844660194174,unchanged,686265,98,7002.7040816326535,0.0127082195096802,5409,688970,0.0001001635801444,0.0127583105587264,70,0.9199953026663704,1.7953779356467026,0.1532266265282933,adequate,yes,both tolerable,yes,no,,,no,yes,no,yes,1.0780418474500495,0.0,"(183, 254, 142)","(199, 157, 175)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
887,0.518838542814492,0.2548944287825617,0.518838542814492,0.2639441140319303,108028,21130,108028,region_growing,20879,251,,,,,normal,,-300.0,930.0,930.0,fixed,,44813987,43510929,275,72089600,114,114,0,161,274,0.4145454545454545,36.0,48.44444444444444,43.89055213792056,45.05555555555556,3.1105209273307506,39.24,47.4,14.203125,19.11284722222222,17.316194398163972,17.77582465277778,1.22719770961096,15.48140625,18.70078125,17.77582465277778,,14.203125,18.1484375,1.578125,0.7616445707070731,0.3132281175576036,0.0087719298245614,0.0,robust,False,114,114,0,0,,,0.4145454545454545,0.4145454545454545,unchanged,760635,124,6134.153225806452,0.0105512445623224,6909,761942,9.583906693892046e-05,0.0105693747780539,70,0.941786912786854,1.4740064364347332,0.0708798165989183,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.701802991785936,"(211, 338, 185)","(260, 270, 202)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
175,0.4288471011781961,0.2528630557883243,0.4288471011781961,0.1759840453898718,174200,22354,174200,region_growing,8853,13501,,,,,normal,,-300.0,982.0,982.0,fixed,,40091844,39295734,231,60555264,89,89,0,142,230,0.3852813852813853,36.0,52.4,46.006818587155664,47.5,4.594640211036296,38.4,51.333333333333336,11.4609375,16.682031249999998,14.64670201114526,15.1220703125,1.462746785935383,12.225,16.342447916666668,15.1220703125,,12.734375,16.342447916666668,3.8203125,0.6977376302083325,0.30766300782729,0.0112359550561797,0.0,robust,False,89,89,0,0,,,0.3852813852813853,0.3852813852813853,coverage_below_tail_threshold,794132,99,8021.535353535353,0.0131141695625338,5927,795899,9.78775354690882e-05,0.0131433495195397,70,0.9681004618937644,1.858342583324893,0.0968180325012201,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.869921524191667,"(195, 398, 170)","(259, 320, 190)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
760,0.6537375734030082,0.3759933858639715,0.6537375734030082,0.2777441875390367,238291,35658,238291,region_growing,18972,16686,,,,,normal,,-300.0,916.0,916.0,fixed,,45438421,42046168,275,72089600,102,102,0,173,274,0.3709090909090909,36.0,47.42857142857143,42.81819242848655,43.72222222222222,2.978063725750951,38.66666666666666,46.41818181818182,11.8125,15.5625,14.049719390597147,14.346354166666668,0.9771771600120306,12.6875,15.230965909090909,14.346354166666668,,13.125,14.4375,1.96875,0.73828125,0.3339627505235074,0.0196078431372549,0.0,robust,False,102,102,0,0,,,0.3709090909090909,0.3709090909090909,coverage_below_tail_threshold,611590,106,5769.716981132076,0.0084837480024857,5846,1623309,8.109352805397727e-05,0.0225179360129616,70,0.9120545686358628,1.4801315628397234,0.2546695107610686,adequate,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(182, 330, 199)","(220, 253, 229)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
696,0.5819388084417474,0.2730256603852728,0.5819388084417474,0.3089131480564746,108233,14581,108233,region_growing,9897,4684,,,,,normal,,-300.0,861.0,861.0,fixed,,34390145,33402605,223,58458112,62,62,0,161,222,0.2780269058295964,39.0,50.0,43.3908212754987,43.0,2.545615666938029,40.03333333333333,46.39636363636364,12.416015625,15.91796875,13.813874742004469,13.689453125,0.8104206127165992,12.744986979166669,14.770717329545452,13.689453125,,13.689453125,14.771875,2.14892578125,0.8393110795454533,0.3247379504340363,0.0,0.0,robust,False,62,62,0,0,,,0.2780269058295964,0.2780269058295964,coverage_below_tail_threshold,441540,72,6132.5,0.0075531005859375,3653,442559,6.248918884003644e-05,0.0075705318707521,70,0.9558469372344334,1.377249375985066,0.1037698640998574,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.6728338452402505,"(198, 277, 162)","(248, 207, 196)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
194,0.7080784403407466,0.3901768484496021,0.7080784403407466,0.3179015918911445,194452,30930,194452,region_growing,14173,16757,,,,,normal,,-300.0,1177.0,1177.0,fixed,,50898946,49753665,275,72089600,120,120,0,155,274,0.4363636363636363,36.0,55.0,47.12957190957191,48.0,5.930682565364491,38.0,53.67142857142857,11.4609375,17.509765625,15.00414105714887,15.28125,1.888088394832836,12.09765625,17.08680245535714,15.28125,,15.28125,17.0322265625,4.45703125,1.0378515625000009,0.3106435803894966,0.0333333333333333,0.0,robust,False,120,120,0,0,,,0.4363636363636363,0.4363636363636363,unchanged,1096757,130,8436.592307692308,0.0152138033780184,8471,1100594,0.0001175065474076,0.0152670288085937,70,0.9729572280201424,1.8859583824434252,0.1900667873066805,adequate,yes,both tolerable,yes,no,,,no,yes,no,yes,2.7546188406520766,0.0,"(193, 321, 171)","(252, 245, 214)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.9,yes,per_slice,5,36.0,60.0,yes,2.25,10,4
