variant,images,valid_dice_images,ostia_success_rate,mean_dice,mean_dice_before_morphology,median_dice_before_morphology,mean_dice_after_morphology,mean_dice_morphology_delta,median_dice_morphology_delta,mean_recall_before_morphology,mean_recall_after_morphology,mean_precision_before_morphology,mean_precision_after_morphology,median_dice,std_dice,mean_dice_success_ostia,zero_dice_rate,processed_limit_hit_rate,candidate_limit_hit_rate,error_count,mean_vesselness_seconds,mean_segmentation_seconds,mean_morphology_seconds
fc_floor_022_alpha_018__closing_c3_d1,30,30,0.9333333333333333,0.5297875291490074,0.3279665954002889,0.357160506894512,0.5297875291490074,0.20182093374871843,0.21708761772452917,0.20439609628553462,0.401698548236252,0.8786688003677265,0.8232779934187991,0.5742481246190412,0.14363632351123842,0.5533175158986915,0.03333333333333333,0.0,0.4,0,0.38266487819989076,1.5099324265002603,1.4549529319000916
fc_floor_022_alpha_018__conservative_c2_d1,30,30,0.9333333333333333,0.5290505665003143,0.3279665954002889,0.357160506894512,0.5290505665003143,0.20108397110002532,0.21616182393236932,0.20439609628553462,0.39974077380650747,0.8786688003677265,0.8262662509359983,0.5733223308268813,0.14330481465785458,0.5525510241175733,0.03333333333333333,0.0,0.4,0,0.38266487819989076,1.5099324265002603,0.5717670516334086
fc_alpha_018__closing_c3_d1,30,30,0.9333333333333333,0.5289053133489606,0.3254315910268046,0.35416134469114935,0.5289053133489606,0.2034737223221561,0.21897773613428406,0.20183936597246185,0.397888693692443,0.8881510659581257,0.8331780756647782,0.5731390808254334,0.14274547735453075,0.55240434308823,0.03333333333333333,0.0,0.7333333333333333,0,0.38266487819989076,1.4985401248998338,1.458492539332777
fc_alpha_018__conservative_c2_d1,30,30,0.9333333333333333,0.528058679964161,0.3254315910268046,0.35416134469114935,0.528058679964161,0.20262708893735656,0.21813339108096802,0.20183936597246185,0.3959269010588921,0.8881510659581257,0.8359366629843514,0.5722057290077395,0.1424011892402852,0.5515193785770417,0.03333333333333333,0.0,0.7333333333333333,0,0.38266487819989076,1.4985401248998338,0.5739531377663903
rg_gamma55__closing_c3_d1,30,30,0.9333333333333333,0.52513660139213,0.32230206908973513,0.35674230485297453,0.52513660139213,0.20283453230239493,0.21434719391328494,0.20537537505900083,0.42391421016981196,0.8056980773500348,0.7426011787675653,0.566927871717717,0.14099222024032868,0.549199501994254,0.03333333333333333,0.0,0.0,0,0.38266487819989076,0.06572480010036089,1.4485349053000391
rg_gamma55__conservative_c2_d1,30,30,0.9333333333333333,0.5240595503935208,0.32230206908973513,0.35674230485297453,0.5240595503935208,0.20175748130378574,0.20934451919594985,0.20537537505900083,0.419527967818808,0.8056980773500348,0.7478890128422829,0.5669559535019826,0.13991191564817188,0.5480513743421572,0.03333333333333333,0.0,0.0,0,0.38266487819989076,0.06572480010036089,0.5692441194002943
rg_gamma60__closing_c3_d1,30,30,0.9333333333333333,0.5153153271579733,0.3072267177489446,0.33617139913091804,0.5153153271579733,0.2080886094090287,0.2231362213874605,0.19127840984086972,0.3990021030466887,0.8322008198802425,0.775851937164055,0.567038065122986,0.13620350708114085,0.5388682330585598,0.03333333333333333,0.0,0.0,0,0.3842078046000097,0.05956270606645073,1.4497043567665968
rg_gamma60__conservative_c2_d1,30,30,0.9333333333333333,0.5140976948622378,0.3072267177489446,0.33617139913091804,0.5140976948622378,0.20687097711329328,0.220146059783662,0.19127840984086972,0.3955361382597985,0.8322008198802425,0.7798624172637847,0.5647704059266901,0.13532168785350043,0.5375783082367314,0.03333333333333333,0.0,0.0,0,0.3842078046000097,0.05956270606645073,0.5714785062334461
rg_gamma65__closing_c3_d1,30,30,0.9333333333333333,0.506496933841473,0.2949744298699994,0.3238461011342386,0.506496933841473,0.21152250397147346,0.2298640499750322,0.18051064914179574,0.3806210013204019,0.8545010881219075,0.802391862151369,0.5577112694517772,0.13659565200867557,0.5295472325182761,0.03333333333333333,0.0,0.0,0,0.37609024246667105,0.055938207666622476,1.4467551644998216
rg_gamma65__conservative_c2_d1,30,30,0.9333333333333333,0.5052286494163828,0.2949744298699994,0.3238461011342386,0.5052286494163828,0.21025421954638338,0.22906885351372905,0.18051064914179574,0.3777215640560018,0.8545010881219075,0.8060132951144692,0.5550423652520378,0.13582823082081957,0.5282203181547935,0.03333333333333333,0.0,0.0,0,0.37609024246667105,0.055938207666622476,0.5679314439337759
rg_gamma70__closing_c3_d1,30,30,0.9333333333333333,0.4945831916288492,0.2812322970672299,0.30712544130003294,0.4945831916288492,0.21335089456161924,0.23306025602808822,0.16902409275620883,0.3596602319086752,0.8896069102106926,0.8407678684243999,0.5412808125547564,0.1364216164068424,0.5169529553356514,0.03333333333333333,0.0,0.0,0,0.37459984410027874,0.0501392319668715,1.450276523233697
rg_gamma70__conservative_c2_d1,30,30,0.9333333333333333,0.49333212597691106,0.2812322970672299,0.30712544130003294,0.49333212597691106,0.21209982890968115,0.23222694258406273,0.16902409275620883,0.3573391091280262,0.8896069102106926,0.843977057674837,0.5387758996824117,0.13602132496096164,0.5156362866453738,0.03333333333333333,0.0,0.0,0,0.37459984410027874,0.0501392319668715,0.5701451546333071
fc_floor_024__raw,30,30,0.9333333333333333,0.35325279533457876,0.35325279533457876,0.3776145831366283,0.35325279533457876,0.0,0.0,0.22705903680983,0.22705903680983,0.839442299931378,0.839442299931378,0.3776145831366283,0.0962954249446164,0.36998856427767696,0.03333333333333333,0.0,0.26666666666666666,0,0.38266487819989076,1.6768829949669453,0.22120940603344935
fc_floor_022__raw,30,30,0.9333333333333333,0.3526071882825361,0.3526071882825361,0.37597889461755307,0.3526071882825361,0.0,0.0,0.2255547806297726,0.2255547806297726,0.8522994555405536,0.8522994555405536,0.37597889461755307,0.09593759575291212,0.36932114613497585,0.03333333333333333,0.0,0.4,0,0.38266487819989076,1.662804419133196,0.22109518983331025
fc_floor_020__raw,30,30,0.9333333333333333,0.3505393629024897,0.3505393629024897,0.37050174841939726,0.3505393629024897,0.0,0.0,0.22361083931151418,0.22361083931151418,0.8553032863154701,0.8553032863154701,0.37050174841939726,0.09522819221215241,0.3671353343220913,0.03333333333333333,0.0,0.6333333333333333,0,0.38266487819989076,1.6693083229999806,0.22084308643388795
fc_current__raw,30,30,0.9333333333333333,0.34519446689589117,0.34519446689589117,0.3694723514729259,0.34519446689589117,0.0,0.0,0.21958956562526236,0.21958956562526236,0.857542651877268,0.857542651877268,0.3694723514729259,0.0977961909202126,0.3614325084034426,0.03333333333333333,0.0,0.7333333333333333,0,0.38266487819989076,1.6464527564002007,0.2204013898664319
fc_floor_022_alpha_018__raw,30,30,0.9333333333333333,0.3279665954002889,0.3279665954002889,0.357160506894512,0.3279665954002889,0.0,0.0,0.20439609628553462,0.20439609628553462,0.8786688003677265,0.8786688003677265,0.357160506894512,0.09562032414515026,0.3432375267024309,0.03333333333333333,0.0,0.4,0,0.38266487819989076,1.5099324265002603,0.22198490230014917
fc_alpha_018__raw,30,30,0.9333333333333333,0.3254315910268046,0.3254315910268046,0.35416134469114935,0.3254315910268046,0.0,0.0,0.20183936597246185,0.20183936597246185,0.8881510659581257,0.8881510659581257,0.35416134469114935,0.09467651958553125,0.34056925860670484,0.03333333333333333,0.0,0.7333333333333333,0,0.38266487819989076,1.4985401248998338,0.22059481973374204
rg_gamma55__raw,30,30,0.9333333333333333,0.32230206908973513,0.32230206908973513,0.35674230485297453,0.32230206908973513,0.0,0.0,0.20537537505900083,0.20537537505900083,0.8056980773500348,0.8056980773500348,0.35674230485297453,0.09036769726435083,0.337816039023159,0.03333333333333333,0.0,0.0,0,0.38266487819989076,0.06572480010036089,0.21989807313329948
rg_gamma60__raw,30,30,0.9333333333333333,0.3072267177489446,0.3072267177489446,0.33617139913091804,0.3072267177489446,0.0,0.0,0.19127840984086972,0.19127840984086972,0.8322008198802425,0.8322008198802425,0.33617139913091804,0.08528082085557956,0.3218880852277911,0.03333333333333333,0.0,0.0,0,0.3842078046000097,0.05956270606645073,0.2208483146335008
rg_gamma65__raw,30,30,0.9333333333333333,0.2949744298699994,0.2949744298699994,0.3238461011342386,0.2949744298699994,0.0,0.0,0.18051064914179574,0.18051064914179574,0.8545010881219075,0.8545010881219075,0.3238461011342386,0.08395274392821514,0.3089827449013769,0.03333333333333333,0.0,0.0,0,0.37609024246667105,0.055938207666622476,0.22089218326642973
rg_gamma70__raw,30,30,0.9333333333333333,0.2812322970672299,0.2812322970672299,0.30712544130003294,0.2812322970672299,0.0,0.0,0.16902409275620883,0.16902409275620883,0.8896069102106926,0.8896069102106926,0.30712544130003294,0.08356296537783947,0.29444794973643035,0.03333333333333333,0.0,0.0,0,0.37459984410027874,0.0501392319668715,0.2196009461327776
