IMG_ID,cpu_status,gpu_status,status_equal,cpu_left_ostium,gpu_left_ostium,left_distance_voxels_cpu_gpu,left_distance_mm_cpu_gpu,cpu_right_ostium,gpu_right_ostium,right_distance_voxels_cpu_gpu,right_distance_mm_cpu_gpu,cpu_left_dist_to_label_mm,gpu_left_dist_to_label_mm,cpu_right_dist_to_label_mm,gpu_right_dist_to_label_mm,cpu_both_correct,gpu_both_correct,cpu_both_tolerable,gpu_both_tolerable,cpu_artery_dice,gpu_artery_dice,artery_dice_delta_gpu_minus_cpu,cpu_artery_voxels,gpu_artery_voxels,artery_voxel_delta_gpu_minus_cpu
44,both_tolerable,both_tolerable,True,"(97, 131, 150)","(97, 131, 150)",0.0,0.0,"(110, 91, 177)","(110, 91, 177)",0.0,0.0,0.58984375,0.58984375,0.0,0.0,False,False,True,True,0.3609944872403344,0.3609944872403344,0.0,120315,120315,0
129,both_tolerable,both_tolerable,True,"(97, 158, 167)","(97, 158, 167)",0.0,0.0,"(109, 118, 201)","(109, 118, 201)",0.0,0.0,1.4921875,1.4921875,0.5,0.5,False,False,True,True,0.7165423707479782,0.7165423707479782,0.0,30221,30221,0
518,both_tolerable,both_tolerable,True,"(108, 162, 163)","(108, 162, 163)",0.0,0.0,"(126, 128, 193)","(126, 128, 193)",0.0,0.0,0.0,0.0,0.8532541254157887,0.8532541254157887,False,False,True,True,0.6991685415240145,0.6991685415240145,0.0,29108,29108,0
793,both_tolerable,both_tolerable,True,"(97, 148, 141)","(97, 148, 141)",0.0,0.0,"(109, 116, 181)","(109, 116, 181)",0.0,0.0,0.8437861682062879,0.8437861682062879,2.7741306352170945,2.7741306352170945,False,False,True,True,0.7032092353721527,0.7032092353721527,0.0,20507,20507,0
550,both_tolerable,both_tolerable,True,"(97, 157, 200)","(97, 157, 200)",0.0,0.0,"(113, 127, 211)","(113, 127, 211)",0.0,0.0,0.6953125,0.6953125,1.6331862610496237,1.6331862610496237,False,False,True,True,0.5430394672955539,0.5430394672955539,0.0,11390,11390,0
631,both_tolerable,both_tolerable,True,"(95, 132, 153)","(95, 132, 153)",0.0,0.0,"(123, 95, 199)","(123, 95, 199)",0.0,0.0,0.0,0.0,1.113000238656758,1.113000238656758,False,False,True,True,0.7278096452092628,0.7278096452092628,0.0,25082,25082,0
330,both_tolerable,both_tolerable,True,"(104, 141, 195)","(104, 141, 195)",0.0,0.0,"(119, 113, 222)","(119, 113, 222)",0.0,0.0,0.0,0.0,1.9745118129335317,1.9745118129335317,False,False,True,True,0.6172518321506139,0.6172518321506139,0.0,52841,52841,0
90,both_tolerable,both_tolerable,True,"(88, 156, 157)","(88, 156, 157)",0.0,0.0,"(113, 120, 186)","(113, 120, 186)",0.0,0.0,1.3203125,1.3203125,0.5,0.5,False,False,True,True,0.6946323618414859,0.6946323618414859,0.0,36045,36045,0
608,both_tolerable,both_tolerable,True,"(92, 126, 142)","(92, 126, 142)",0.0,0.0,"(97, 81, 174)","(97, 81, 174)",0.0,0.0,1.3680800657879093,1.3680800657879093,0.0,0.0,False,False,True,True,0.6697490323823535,0.6697490323823535,0.0,34972,34972,0
887,both_tolerable,both_tolerable,True,"(106, 164, 190)","(106, 164, 190)",0.0,0.0,"(128, 128, 208)","(128, 128, 208)",0.0,0.0,0.7890625,0.7890625,0.0,0.0,False,False,True,True,0.5510871109847947,0.5510871109847947,0.0,16564,16564,0
175,both_tolerable,both_tolerable,True,"(98, 197, 169)","(98, 197, 169)",0.0,0.0,"(131, 162, 191)","(131, 162, 191)",0.0,0.0,0.9004562916672442,0.9004562916672442,0.5,0.5,False,False,True,True,0.46006467752761,0.46006467752761,0.0,41674,41674,0
760,both_tolerable,both_tolerable,True,"(88, 165, 197)","(88, 165, 197)",0.0,0.0,"(107, 127, 225)","(107, 127, 225)",0.0,0.0,0.0,0.0,1.0541954870895625,1.0541954870895625,False,False,True,True,0.7220396099770737,0.7220396099770737,0.0,37153,37153,0
696,found_but_wrong,found_but_wrong,True,"(99, 137, 163)","(99, 137, 163)",0.0,0.0,"(130, 53, 171)","(130, 53, 171)",0.0,0.0,0.0,0.0,29.660088084753095,29.660088084753095,False,False,False,False,0.1741459611809623,0.1741459611809623,0.0,79971,79971,0
194,both_tolerable,both_tolerable,True,"(89, 155, 168)","(89, 155, 168)",0.0,0.0,"(122, 122, 211)","(122, 122, 211)",0.0,0.0,0.8095744354916121,0.8095744354916121,1.345667690480501,1.345667690480501,False,False,True,True,0.7902734612921866,0.7902734612921866,0.0,34126,34126,0
305,both_tolerable,both_tolerable,True,"(98, 161, 177)","(98, 161, 177)",0.0,0.0,"(119, 129, 217)","(119, 129, 217)",0.0,0.0,2.526628207247012,2.526628207247012,0.0,0.0,False,False,True,True,0.6878880598350242,0.6878880598350242,0.0,29707,29707,0
344,both_tolerable,both_tolerable,True,"(97, 162, 176)","(97, 162, 176)",0.0,0.0,"(115, 134, 218)","(115, 134, 218)",0.0,0.0,2.4154905767902513,2.4154905767902513,0.0,0.0,False,False,True,True,0.7436628975159455,0.7436628975159455,0.0,34847,34847,0
