stage,variant,split,IMG_ID,segmentation_variant,vesselness_profile,artery_method,morphology_profile,morphology_mode,morphology_closing_radius,morphology_dilation_radius,morphology_base_dilation_radius,morphology_max_dilation_radius,morphology_support_percentile,morphology_support_factor,morphology_local_max_radius,ostia_status,ostia_success,left_dist_mm,right_dist_mm,dice_artery,dice_artery_before_morphology,dice_artery_after_morphology,dice_artery_morphology_delta,artery_voxels,artery_voxels_before_morphology,artery_voxels_after_morphology,morphology_added_voxels,recall_before_morphology,recall_after_morphology,precision_before_morphology,precision_after_morphology,vesselness_seconds,segmentation_seconds,morphology_seconds,fc_processed_voxels,fc_candidate_voxels_initial,fc_candidate_voxels_final,fc_effective_alpha,fc_object_seed_count,fc_grow_each_ostium_separately,fc_processed_limit_hit,fc_candidate_limit_hit,recovery_triggered_branches,recovery_accepted_branches,recovery_added_voxels,conditioned_support_threshold,conditioned_shell_voxels,conditioned_accepted_voxels,conditioned_acceptance_rate,error
optimization,rg_gamma65_relax090__conditioned_p10_f075,train,550,rg_gamma65_relax090,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.0,1.6331862610496237,0.5426733487919815,0.24512534818941503,0.5426733487919815,0.2975480006025665,9294,2660,9294,6634,0.14125200642054575,0.4159023159825728,0.9263157894736842,0.780611146976544,0.39559573699989414,0.032425008000245725,2.2934817049999765,,,,,,,False,False,0,0,0,0.0722676794975996,4961.0,3465.0,0.6984478935698448,
optimization,rg_gamma65_relax090__current_c3_d2,train,550,rg_gamma65_relax090,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.0,1.6331862610496237,0.5458666855564214,0.24512534818941503,0.5458666855564214,0.30074133736700637,10790,2660,10790,8130,0.14125200642054575,0.4417564778720477,0.9263157894736842,0.7141797961075069,0.39559573699989414,0.032425008000245725,1.8136160359999849,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_window3__conditioned_p10_f025,train,550,rg_gamma65_window3,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.0,1.6331862610496237,0.5492585523418,0.23451659740649877,0.5492585523418,0.3147419549353012,9800,2529,9800,7271,0.1342581976610869,0.4289153863792708,0.9260577303281929,0.7634693877551021,0.39559573699989414,0.04311398500067298,2.2867582910002966,,,,,,,False,False,0,0,0,0.024701785296201706,4835.0,4145.0,0.8572905894519132,
optimization,rg_gamma65_window3__conditioned_p10_f050,train,550,rg_gamma65_window3,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.0,1.6331862610496237,0.5465510181290251,0.23451659740649877,0.5465510181290251,0.3120344207225263,9419,2529,9419,6890,0.1342581976610869,0.42083237789497824,0.9260577303281929,0.7793821000106168,0.39559573699989414,0.04311398500067298,2.2792164060001596,,,,,,,False,False,0,0,0,0.04940357059240341,4835.0,3764.0,0.7784901758014477,
optimization,rg_gamma65_window3__conditioned_p10_f075,train,550,rg_gamma65_window3,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.0,1.6331862610496237,0.5419933655006032,0.23451659740649877,0.5419933655006032,0.3074767680941044,9084,2529,9084,6555,0.1342581976610869,0.4121187800963082,0.9260577303281929,0.7913914575077059,0.39559573699989414,0.04311398500067298,2.3060047369999666,,,,,,,False,False,0,0,0,0.07410535588860512,4835.0,3429.0,0.7092037228541882,
optimization,rg_gamma65_window3__current_c3_d2,train,550,rg_gamma65_window3,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.0,1.6331862610496237,0.5465740674446911,0.23451659740649877,0.5465740674446911,0.3120574700381923,10490,2529,10490,7961,0.1342581976610869,0.4376289841779408,0.9260577303281929,0.7277407054337465,0.39559573699989414,0.04311398500067298,1.8702982650002014,,,,,,,False,False,0,0,0,,,,,
optimization,fc_affinity_floor024_only__conditioned_p10_f025,train,603,fc_affinity_floor024_only,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.684719315480004,0.44719602285926685,0.684719315480004,0.23752329262073713,39278,12085,39278,27193,0.3108749717386389,0.7766867995219793,0.7964418700868846,0.6122256734049595,0.3006467969998994,2.5518757410000035,1.715029477999451,12085.0,631461.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.01657741703093052,17883.0,14576.0,0.8150757702846279,
optimization,fc_affinity_floor024_only__conditioned_p10_f050,train,603,fc_affinity_floor024_only,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6863060789347722,0.44719602285926685,0.6863060789347722,0.2391100560755054,37982,12085,37982,25897,0.3108749717386389,0.7641226058589838,0.7964418700868846,0.6228739929440261,0.3006467969998994,2.5518757410000035,1.7921093100003418,12085.0,631461.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.03315483406186104,17883.0,13280.0,0.7426047083822624,
optimization,fc_affinity_floor024_only__conditioned_p10_f075,train,603,fc_affinity_floor024_only,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6857929564329174,0.44719602285926685,0.6857929564329174,0.23859693357365053,36590,12085,36590,24505,0.3108749717386389,0.7481347501695682,0.7964418700868846,0.6330418147034709,0.3006467969998994,2.5518757410000035,1.7554272970000966,12085.0,631461.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.04973225109279156,17883.0,11888.0,0.6647654196723145,
optimization,fc_affinity_floor024_only__current_c3_d2,train,603,fc_affinity_floor024_only,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6743534658581024,0.44719602285926685,0.6743534658581024,0.22715744299883556,42585,12085,42585,30500,0.3108749717386389,0.8009431219921838,0.7964418700868846,0.5823177175061641,0.3006467969998994,2.5518757410000035,1.3495395859999917,12085.0,631461.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,fc_alpha017__conditioned_p10_f025,train,603,fc_alpha017,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.7014837320433026,0.43879874750925135,0.7014837320433026,0.26268498453405126,36841,11195,36841,25646,0.2987306611543555,0.768095345757566,0.8261723983921393,0.6455036508238104,0.3006467969998994,2.5088751310004227,1.7627239250005005,11195.0,631461.0,500000.0,0.17,8.0,False,False,True,0,0,0,0.019121499732136726,16903.0,13839.0,0.8187304028870614,
optimization,fc_alpha017__conditioned_p10_f050,train,603,fc_alpha017,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.7017370025071688,0.43879874750925135,0.7017370025071688,0.2629382549979174,35648,11195,35648,24453,0.2987306611543555,0.7548528794289591,0.8261723983921393,0.655604802513465,0.3006467969998994,2.5088751310004227,1.743490171999838,11195.0,631461.0,500000.0,0.17,8.0,False,False,True,0,0,0,0.03824299946427345,16903.0,12646.0,0.7481512157605159,
optimization,fc_alpha017__conditioned_p10_f075,train,603,fc_alpha017,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.7004051678006269,0.43879874750925135,0.7004051678006269,0.26160642029137554,34444,11195,34444,23249,0.2987306611543555,0.7398016859920545,0.8261723983921393,0.6649924515155035,0.3006467969998994,2.5088751310004227,1.7774418159997367,11195.0,631461.0,500000.0,0.17,8.0,False,False,True,0,0,0,0.05736449919641018,16903.0,11442.0,0.6769212565816719,
optimization,fc_alpha017__current_c3_d2,train,603,fc_alpha017,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6925464962041035,0.43879874750925135,0.6925464962041035,0.2537477486948521,39905,11195,39905,28710,0.2987306611543555,0.7925777591163076,0.8261723983921393,0.6149354717453953,0.3006467969998994,2.5088751310004227,1.3933548760005579,11195.0,631461.0,500000.0,0.17,8.0,False,False,True,0,0,0,,,,,
optimization,fc_candidate024_only__conditioned_p10_f025,train,603,fc_candidate024_only,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.6876309670752361,0.44314650842230685,0.6876309670752361,0.24448445865292923,38713,11842,38713,26871,0.3063208552695326,0.7737153192726333,0.8008782300287114,0.6187843876733914,0.3006467969998994,2.5657496439998795,1.737758909999684,11842.0,505739.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.01747283898293972,17684.0,14443.0,0.8167269848450577,
optimization,fc_candidate024_only__conditioned_p10_f050,train,603,fc_candidate024_only,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6888131826356498,0.44314650842230685,0.6888131826356498,0.24566667421334298,37432,11842,37432,25590,0.3063208552695326,0.7607958399276509,0.8008782300287114,0.6292744176106005,0.3006467969998994,2.5657496439998795,1.766167712999959,11842.0,505739.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.03494567796587944,17684.0,13162.0,0.744288622483601,
optimization,fc_candidate024_only__conditioned_p10_f075,train,603,fc_candidate024_only,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6882557290035932,0.44314650842230685,0.6882557290035932,0.24510922058128637,36110,11842,36110,24268,0.3063208552695326,0.7454862569038467,0.8008782300287114,0.6391858211021878,0.3006467969998994,2.5657496439998795,1.7763578180001787,11842.0,505739.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.05241851694881916,17684.0,11840.0,0.6695317801402397,
optimization,fc_candidate024_only__current_c3_d2,train,603,fc_candidate024_only,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6776657752177193,0.44314650842230685,0.6776657752177193,0.23451926679541246,41954,11842,41954,30112,0.3063208552695326,0.7979716417428377,0.8008782300287114,0.588883062401678,0.3006467969998994,2.5657496439998795,1.3772954459991524,11842.0,505739.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,fc_current__conditioned_p10_f025,train,603,fc_current,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.6876309670752361,0.44314650842230685,0.6876309670752361,0.24448445865292923,38713,11842,38713,26871,0.3063208552695326,0.7737153192726333,0.8008782300287114,0.6187843876733914,0.3006467969998994,2.5424991429999864,1.7925616540005649,11842.0,631461.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.01747283898293972,17684.0,14443.0,0.8167269848450577,
optimization,fc_current__conditioned_p10_f050,train,603,fc_current,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6888131826356498,0.44314650842230685,0.6888131826356498,0.24566667421334298,37432,11842,37432,25590,0.3063208552695326,0.7607958399276509,0.8008782300287114,0.6292744176106005,0.3006467969998994,2.5424991429999864,1.7396970359995976,11842.0,631461.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.03494567796587944,17684.0,13162.0,0.744288622483601,
optimization,fc_current__conditioned_p10_f075,train,603,fc_current,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6882557290035932,0.44314650842230685,0.6882557290035932,0.24510922058128637,36110,11842,36110,24268,0.3063208552695326,0.7454862569038467,0.8008782300287114,0.6391858211021878,0.3006467969998994,2.5424991429999864,1.7767522280000776,11842.0,631461.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.05241851694881916,17684.0,11840.0,0.6695317801402397,
optimization,fc_current__current_c3_d2,train,603,fc_current,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6776657752177193,0.44314650842230685,0.6776657752177193,0.23451926679541246,41954,11842,41954,30112,0.3063208552695326,0.7979716417428377,0.8008782300287114,0.588883062401678,0.3006467969998994,2.5424991429999864,1.3981742429996302,11842.0,631461.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,fc_floor020__conditioned_p10_f025,train,603,fc_floor020,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.6868536396711261,0.44425265907818623,0.6868536396711261,0.24260098059293989,38853,11911,38853,26942,0.30758050450566843,0.7743935919382449,0.7995130551590967,0.6170952050034746,0.3006467969998994,2.549055923999731,1.719971610000357,11911.0,582743.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.01717977225780487,17736.0,14470.0,0.8158547586829048,
optimization,fc_floor020__conditioned_p10_f050,train,603,fc_floor020,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6883198365798497,0.44425265907818623,0.6883198365798497,0.2440671775016635,37574,11911,37574,25663,0.30758050450566843,0.7618293982752495,0.7995130551590967,0.6277479107893756,0.3006467969998994,2.549055923999731,1.7138967569999295,11911.0,582743.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.03435954451560974,17736.0,13191.0,0.7437415426251691,
optimization,fc_floor020__conditioned_p10_f075,train,603,fc_floor020,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6875390799464046,0.44425265907818623,0.6875390799464046,0.2432864208682184,36209,11911,36209,24298,0.30758050450566843,0.7458092438874714,0.7995130551590967,0.6377143804026624,0.3006467969998994,2.549055923999731,1.7292424970000866,11911.0,582743.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.05153931677341461,17736.0,11826.0,0.6667794316644113,
optimization,fc_floor020__current_c3_d2,train,603,fc_floor020,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6767925561029009,0.44425265907818623,0.6767925561029009,0.23253989702471467,42119,11911,42119,30208,0.30758050450566843,0.7987468105035367,0.7995130551590967,0.5871459436358888,0.3006467969998994,2.549055923999731,1.3645866710003247,11911.0,582743.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,fc_floor020_recovery__conditioned_p10_f025,train,603,fc_floor020_recovery,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.6868536396711261,0.44425265907818623,0.6868536396711261,0.24260098059293989,38853,11911,38853,26942,0.30758050450566843,0.7743935919382449,0.7995130551590967,0.6170952050034746,0.3006467969998994,2.6640056790001836,1.763909589000832,,,,,,,False,False,0,0,0,0.01717977225780487,17736.0,14470.0,0.8158547586829048,
optimization,fc_floor020_recovery__conditioned_p10_f050,train,603,fc_floor020_recovery,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6883198365798497,0.44425265907818623,0.6883198365798497,0.2440671775016635,37574,11911,37574,25663,0.30758050450566843,0.7618293982752495,0.7995130551590967,0.6277479107893756,0.3006467969998994,2.6640056790001836,1.7595069469998634,,,,,,,False,False,0,0,0,0.03435954451560974,17736.0,13191.0,0.7437415426251691,
optimization,fc_floor020_recovery__conditioned_p10_f075,train,603,fc_floor020_recovery,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6875390799464046,0.44425265907818623,0.6875390799464046,0.2432864208682184,36209,11911,36209,24298,0.30758050450566843,0.7458092438874714,0.7995130551590967,0.6377143804026624,0.3006467969998994,2.6640056790001836,1.7340416619999814,,,,,,,False,False,0,0,0,0.05153931677341461,17736.0,11826.0,0.6667794316644113,
optimization,fc_floor020_recovery__current_c3_d2,train,603,fc_floor020_recovery,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6767925561029009,0.44425265907818623,0.6767925561029009,0.23253989702471467,42119,11911,42119,30208,0.30758050450566843,0.7987468105035367,0.7995130551590967,0.5871459436358888,0.3006467969998994,2.6640056790001836,1.3703959069998746,,,,,,,False,False,0,0,0,,,,,
optimization,fc_floor024__conditioned_p10_f025,train,603,fc_floor024,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.684719315480004,0.44719602285926685,0.684719315480004,0.23752329262073713,39278,12085,39278,27193,0.3108749717386389,0.7766867995219793,0.7964418700868846,0.6122256734049595,0.3006467969998994,2.599467056999856,1.7118697549994977,12085.0,505739.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.01657741703093052,17883.0,14576.0,0.8150757702846279,
optimization,fc_floor024__conditioned_p10_f050,train,603,fc_floor024,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6863060789347722,0.44719602285926685,0.6863060789347722,0.2391100560755054,37982,12085,37982,25897,0.3108749717386389,0.7641226058589838,0.7964418700868846,0.6228739929440261,0.3006467969998994,2.599467056999856,1.7082448610008214,12085.0,505739.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.03315483406186104,17883.0,13280.0,0.7426047083822624,
optimization,fc_floor024__conditioned_p10_f075,train,603,fc_floor024,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6857929564329174,0.44719602285926685,0.6857929564329174,0.23859693357365053,36590,12085,36590,24505,0.3108749717386389,0.7481347501695682,0.7964418700868846,0.6330418147034709,0.3006467969998994,2.599467056999856,1.7482091259998924,12085.0,505739.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.04973225109279156,17883.0,11888.0,0.6647654196723145,
optimization,fc_floor024__current_c3_d2,train,603,fc_floor024,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6743534658581024,0.44719602285926685,0.6743534658581024,0.22715744299883556,42585,12085,42585,30500,0.3108749717386389,0.8009431219921838,0.7964418700868846,0.5823177175061641,0.3006467969998994,2.599467056999856,1.3610746730000756,12085.0,505739.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,rg_gamma55_current__conditioned_p10_f025,train,603,rg_gamma55_current,current,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.6702278488263852,0.39998088273950344,0.6702278488263852,0.27024696608688176,38866,10886,38866,27980,0.2703078065953942,0.7557895416814703,0.768785596178578,0.6020686461174292,0.3006467969998994,0.08902807999947981,1.7130846420004673,,,,,,,False,False,0,0,0,0.024631977081298828,18444.0,15285.0,0.8287247885491217,
optimization,rg_gamma55_current__conditioned_p10_f050,train,603,rg_gamma55_current,current,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6707621368431804,0.39998088273950344,0.6707621368431804,0.270781254103677,37570,10886,37570,26684,0.2703078065953942,0.7423532831626886,0.768785596178578,0.611764705882353,0.3006467969998994,0.08902807999947981,1.7101619269997173,,,,,,,False,False,0,0,0,0.049263954162597656,18444.0,13989.0,0.7584580351333767,
optimization,rg_gamma55_current__conditioned_p10_f075,train,603,rg_gamma55_current,current,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6721333392753688,0.39998088273950344,0.6721333392753688,0.27215245653586534,36356,10886,36356,25470,0.2703078065953942,0.7306934530538419,0.768785596178578,0.6222631752668061,0.3006467969998994,0.08902807999947981,1.7194830660000662,,,,,,,False,False,0,0,0,0.07389593124389648,18444.0,12775.0,0.6926371719800477,
optimization,rg_gamma55_current__current_c3_d2,train,603,rg_gamma55_current,current,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6601540021373962,0.39998088273950344,0.6601540021373962,0.2601731193978927,42025,10886,42025,31139,0.2703078065953942,0.7781079422499273,0.768785596178578,0.573254015466984,0.3006467969998994,0.08902807999947981,1.345180953999261,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_current__conditioned_p10_f025,train,603,rg_gamma65_current,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.693264862729607,0.38151318719382454,0.693264862729607,0.3117516755357824,34858,9457,34858,25401,0.2490229643745357,0.7368948031394335,0.8152691128264777,0.6545125939526077,0.2996407119999276,0.07701837900003738,1.7387228329998834,,,,,,,False,False,0,0,0,0.024061614647507668,16637.0,14137.0,0.8497325238925287,
optimization,rg_gamma65_current__conditioned_p10_f050,train,603,rg_gamma65_current,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6918726823238566,0.38151318719382454,0.6918726823238566,0.310359495130032,33759,9457,33759,24302,0.2490229643745357,0.7231355576370272,0.8152691128264777,0.6632009241979916,0.2996407119999276,0.07701837900003738,1.7377125170005456,,,,,,,False,False,0,0,0,0.048123229295015335,16637.0,13038.0,0.7836749413956843,
optimization,rg_gamma65_current__conditioned_p10_f075,train,603,rg_gamma65_current,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6894837054871045,0.38151318719382454,0.6894837054871045,0.3079705182932799,32588,9457,32588,23131,0.2490229643745357,0.7075998837246859,0.8152691128264777,0.6722720019639131,0.2996407119999276,0.07701837900003738,1.7356347370005096,,,,,,,False,False,0,0,0,0.072184843942523,16637.0,11867.0,0.7132896555869448,
optimization,rg_gamma65_current__current_c3_d2,train,603,rg_gamma65_current,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6873344164873607,0.38151318719382454,0.6873344164873607,0.30582122929353617,37358,9457,37358,27901,0.2490229643745357,0.7583411388521043,0.8152691128264777,0.6284865356817817,0.2996407119999276,0.07701837900003738,1.3634905219996654,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_divisor6__conditioned_p10_f025,train,603,rg_gamma65_divisor6,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.6933641225085075,0.38163330941837165,0.6933641225085075,0.3117308130901359,34863,9460,34863,25403,0.24911986046962306,0.7370562966312457,0.8153276955602538,0.6545621432464217,0.2996407119999276,0.08261548400059837,1.8228930100003709,,,,,,,False,False,0,0,0,0.024037132039666176,16640.0,14138.0,0.8496394230769231,
optimization,rg_gamma65_divisor6__conditioned_p10_f050,train,603,rg_gamma65_divisor6,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6919428350714562,0.38163330941837165,0.6919428350714562,0.3103095256530845,33764,9460,33764,24304,0.24911986046962306,0.723264752430477,0.8153276955602538,0.6632211823243691,0.2996407119999276,0.08261548400059837,1.8285736480002015,,,,,,,False,False,0,0,0,0.04807426407933235,16640.0,13039.0,0.78359375,
optimization,rg_gamma65_divisor6__conditioned_p10_f075,train,603,rg_gamma65_divisor6,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6895759578317993,0.38163330941837165,0.6895759578317993,0.3079426484134276,32594,9460,32594,23134,0.24911986046962306,0.7077613772164981,0.8153276955602538,0.6723016506105418,0.2996407119999276,0.08261548400059837,1.8082391000007192,,,,,,,False,False,0,0,0,0.07211139611899853,16640.0,11869.0,0.71328125,
optimization,rg_gamma65_divisor6__current_c3_d2,train,603,rg_gamma65_divisor6,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.687468899101367,0.38163330941837165,0.687468899101367,0.30583558968299535,37365,9460,37365,27905,0.24911986046962306,0.7585672297406415,0.8153276955602538,0.6285561354208484,0.2996407119999276,0.08261548400059837,1.4482270009993954,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_divisor8__conditioned_p10_f025,train,603,rg_gamma65_divisor8,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.63671875,0.0,0.6929705904704004,0.38103251992278375,0.6929705904704004,0.3119380705476167,34834,9445,34834,25389,0.24863537999418622,0.7363134265689093,0.8150344097406035,0.6544468048458403,0.2996407119999276,0.07777820199953567,1.7847134390003703,,,,,,,False,False,0,0,0,0.024069957435131073,16627.0,14132.0,0.8499428640163589,
optimization,rg_gamma65_divisor8__conditioned_p10_f050,train,603,rg_gamma65_divisor8,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.63671875,0.0,0.6916430967063878,0.38103251992278375,0.6916430967063878,0.31061057678360404,33740,9445,33740,24295,0.24863537999418622,0.7226833758599528,0.8150344097406035,0.6631594546532306,0.2996407119999276,0.07777820199953567,1.7939063499998156,,,,,,,False,False,0,0,0,0.048139914870262146,16627.0,13038.0,0.7841462681181212,
optimization,rg_gamma65_divisor8__conditioned_p10_f075,train,603,rg_gamma65_divisor8,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.63671875,0.0,0.6893414756988164,0.38103251992278375,0.6893414756988164,0.3083089557760327,32575,9445,32575,23130,0.24863537999418622,0.7073091954394238,0.8150344097406035,0.6722640061396776,0.2996407119999276,0.07777820199953567,1.7544150350004202,,,,,,,False,False,0,0,0,0.07220987230539322,16627.0,11873.0,0.714079509231972,
optimization,rg_gamma65_divisor8__current_c3_d2,train,603,rg_gamma65_divisor8,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.63671875,0.0,0.6870112754429638,0.38103251992278375,0.6870112754429638,0.30597875552018006,37329,9445,37329,27884,0.24863537999418622,0.7576628661864927,0.8150344097406035,0.628412226419138,0.2996407119999276,0.07777820199953567,1.3922078169998713,,,,,,,False,False,0,0,0,,,,,
