IMG_ID,fixed_control_dice,fixed_control_ostia_status,fixed_control_min_threshold_hu,fixed_control_threshold_voxel_count,fixed_control_lcc_voxel_count,original_dice,original_ostia_status,original_min_threshold_hu,original_threshold_voxel_count,original_lcc_voxel_count,variant_dice,variant_ostia_status,variant_min_threshold_hu,variant_threshold_voxel_count,variant_lcc_voxel_count,variant_lower_threshold_method,variant_lower_threshold_percentile,variant_lower_threshold_object_percentile,variant_lower_threshold_object_center_hu,variant,dice_delta,threshold_delta_hu,threshold_voxel_delta,lcc_voxel_delta,ostia_status_changed,dice_delta_vs_fixed_control,threshold_delta_hu_vs_fixed_control,threshold_voxel_delta_vs_fixed_control,lcc_voxel_delta_vs_fixed_control,ostia_status_changed_vs_fixed_control
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4982058108577382,both tolerable,-143.25,12676358,12560083,percentile,5.0,,,percentile_p5p0,-0.0005929181200189,156.75,-447446,-400618,False,-0.0005929181200189371,156.75,-447446,-400618,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3911598649274623,both tolerable,-188.0,7635577,7172631,percentile,5.0,,,percentile_p5p0,0.2348709352173633,112.0,-178352,-449708,True,0.2348709352173633,112.0,-178352,-449708,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7153479081123072,both tolerable,-139.0,11427318,11281061,percentile,5.0,,,percentile_p5p0,0.002703140293818,161.0,-397945,-352922,False,0.0027031402938180182,161.0,-397945,-352922,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6851195154210354,both tolerable,-137.75,10777499,10578555,percentile,5.0,,,percentile_p5p0,0.0179906058769693,162.25,-394720,-362207,False,0.017990605876969323,162.25,-394720,-362207,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7075392140327206,both tolerable,-132.5,9103547,8975682,percentile,5.0,,,percentile_p5p0,-0.0008914990722215,167.5,-302126,-265393,False,-0.0008914990722215244,167.5,-302126,-265393,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.541323742997441,both tolerable,-136.75,12210883,12130281,percentile,5.0,,,percentile_p5p0,-0.0004641987905007,163.25,-435553,-398160,False,-0.0004641987905007472,163.25,-435553,-398160,False
631,0.7243157984482905,both tolerable,-300.0,11110441,10876543,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.7275962610410771,both tolerable,-149.75,10717177,10500099,percentile,5.0,,,percentile_p5p0,0.2243374294586837,150.25,-393264,-376444,False,0.0032804625927865816,150.25,-393264,-376444,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6359299707000509,both tolerable,-147.5,10142567,9887377,percentile,5.0,,,percentile_p5p0,0.0162153022157863,152.5,-307879,-272459,False,0.016215302215786376,152.5,-307879,-272459,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6837656338338918,both tolerable,-152.25,11531235,11284478,percentile,5.0,,,percentile_p5p0,0.0047183661751372,147.75,-379461,-355920,False,0.004718366175137212,147.75,-379461,-355920,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6784916758954993,both tolerable,-145.75,8446522,8365513,percentile,5.0,,,percentile_p5p0,0.0118250092288326,154.25,-298647,-284441,False,0.011825009228832672,154.25,-298647,-284441,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5514052953156823,both tolerable,-172.5,10871152,10545274,percentile,5.0,,,percentile_p5p0,0.0005986960520982,127.5,-289703,-264918,False,0.0005986960520982798,127.5,-289703,-264918,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4604323178319583,both tolerable,-144.25,9682222,9530821,percentile,5.0,,,percentile_p5p0,0.0020001228742839,155.75,-306042,-258445,False,0.002000122874283916,155.75,-306042,-258445,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7220592569720277,both tolerable,-139.5,10956915,10057618,percentile,5.0,,,percentile_p5p0,0.0036274287294424,160.5,-361044,-424826,False,0.003627428729442439,160.5,-361044,-424826,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6331052377197223,both tolerable,-153.75,8346644,8157888,percentile,5.0,,,percentile_p5p0,0.0027452053572627,146.25,-219325,-167252,False,0.0027452053572627477,146.25,-219325,-167252,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.7974833504098361,both tolerable,-140.0,12292958,12027838,percentile,5.0,,,percentile_p5p0,0.0080055234810071,160.0,-390516,-369286,False,0.008005523481007137,160.0,-390516,-369286,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6860370970116296,both tolerable,-149.0,10839166,10615892,percentile,5.0,,,percentile_p5p0,-0.0016404406533231,151.0,-420943,-410824,False,-0.0016404406533231386,151.0,-420943,-410824,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7419868425005257,both tolerable,-166.75,11951892,10556479,percentile,5.0,,,percentile_p5p0,0.0038172496727334,133.25,-369389,-351747,False,0.003817249672733447,133.25,-369389,-351747,False
